rep,alpha,eps,method,interval_width,coverage
131,0.5,0.25,stability,6.191094146901953,1.0
131,0.6,0.25,oracle,3.252895190500621,
131,0.6,0.25,naive,1.0488010254160816,0.0
131,0.6,0.25,fission,1.0490172188497877,0.0
131,0.6,0.25,stability,6.029318873429656,1.0
131,0.7,0.25,oracle,2.2971219380639596,
131,0.7,0.25,naive,0.7706409328151356,0.0
131,0.7,0.25,fission,0.7706412354282359,0.0
131,0.7,0.25,stability,5.88897198354983,1.0
131,0.8,0.25,oracle,2.5998929110549125,
131,0.8,0.25,naive,0.5066942062715993,0.0
131,0.8,0.25,fission,0.5066960993078384,0.0
131,0.8,0.25,stability,5.764577992445349,1.0
131,0.9,0.25,oracle,3.8881348440891816,
131,0.9,0.25,naive,0.25132269371014826,0.0
131,0.9,0.25,fission,0.25132664634977875,0.0
131,0.9,0.25,stability,5.652551489885042,1.0
132,0.0125,0.25,oracle,5.249437467378261,
132,0.0125,0.25,naive,4.995410948824748,0.0
132,0.0125,0.25,fission,5.006833941963428,1.0
132,0.0125,0.25,stability,8.815036000078067,1.0
132,0.025,0.25,oracle,3.9387391685200086,
132,0.025,0.25,naive,4.482805455209894,1.0
132,0.025,0.25,fission,4.482810353199293,1.0
132,0.025,0.25,stability,8.391122661459386,1.0
132,0.05,0.25,oracle,4.7125007266615375,
132,0.05,0.25,naive,3.9199279690801077,0.0
132,0.05,0.25,fission,4.592710613913399,1.0
132,0.05,0.25,stability,7.942012015311764,1.0
132,0.075,0.25,oracle,0.3748911269398919,
132,0.075,0.25,naive,3.560928683384051,1.0
132,0.075,0.25,fission,3.5609924062451697,1.0
132,0.075,0.25,stability,7.665123788587263,1.0
132,0.1,0.25,oracle,0.3748911269398919,
132,0.1,0.25,naive,3.2897072539029444,1.0
132,0.1,0.25,fission,3.3006183250207104,1.0
132,0.1,0.25,stability,7.4616994258432126,1.0
132,0.2,0.25,oracle,0.27025460277730473,
132,0.2,0.25,naive,2.5631031310892007,1.0
132,0.2,0.25,fission,2.5650280469357374,1.0
132,0.2,0.25,stability,6.944924919738268,1.0
132,0.3,0.25,oracle,0.4585382865536425,
132,0.3,0.25,naive,2.0728667789875797,1.0
132,0.3,0.25,fission,2.072881064239903,1.0
132,0.3,0.25,stability,6.622525464336059,1.0
132,0.4,0.25,oracle,0.0177643907231042,
132,0.4,0.25,naive,1.6832424671458286,1.0
132,0.4,0.25,fission,1.6832425011771406,1.0
132,0.4,0.25,stability,6.383312526783014,1.0
132,0.5,0.25,oracle,1.8515448103093795,
132,0.5,0.25,naive,1.3489795003921634,0.0
132,0.5,0.25,fission,1.3489819661163678,0.0
132,0.5,0.25,stability,6.191094146901953,1.0
132,0.6,0.25,oracle,3.491936164766104,
132,0.6,0.25,naive,1.0488010254160811,0.0
132,0.6,0.25,fission,1.0488010254167337,0.0
132,0.6,0.25,stability,6.029318873429656,1.0
132,0.7,0.25,oracle,2.884502196402989,
132,0.7,0.25,naive,0.7706409328151356,0.0
132,0.7,0.25,fission,0.7823317773143882,0.0
132,0.7,0.25,stability,5.888971983549831,1.0
132,0.8,0.25,oracle,0.9339088157226483,
132,0.8,0.25,naive,0.5066942062715993,0.0
132,0.8,0.25,fission,0.5066951880483104,0.0
132,0.8,0.25,stability,5.764577992445349,1.0
132,0.9,0.25,oracle,2.549983344056035,
132,0.9,0.25,naive,0.2513226937101485,0.0
132,0.9,0.25,fission,0.2513226937101969,0.0
132,0.9,0.25,stability,5.652551489885042,1.0
133,0.0125,0.25,oracle,2.326447156473146,
133,0.0125,0.25,naive,4.995410948824748,1.0
133,0.0125,0.25,fission,5.000624133750744,1.0
133,0.0125,0.25,stability,8.815036000078067,1.0
133,0.025,0.25,oracle,3.7345173552493307,
133,0.025,0.25,naive,4.482805455209894,1.0
133,0.025,0.25,fission,4.482957477757288,1.0
133,0.025,0.25,stability,8.391122661459386,1.0
133,0.05,0.25,oracle,4.326296135501485,
133,0.05,0.25,naive,3.919927969080108,0.0
133,0.05,0.25,fission,3.9542825533325723,1.0
133,0.05,0.25,stability,7.942012015311764,1.0
133,0.075,0.25,oracle,1.0582357316872053,
133,0.075,0.25,naive,3.560928683384051,1.0
133,0.075,0.25,fission,3.560933888292922,1.0
133,0.075,0.25,stability,7.665123788587263,1.0
133,0.1,0.25,oracle,0.5199719660753577,
133,0.1,0.25,naive,3.2897072539029444,1.0
133,0.1,0.25,fission,3.289709063998497,1.0
133,0.1,0.25,stability,7.4616994258432126,1.0
133,0.2,0.25,oracle,5.292086762348225,
133,0.2,0.25,naive,2.5631031310892007,0.0
133,0.2,0.25,fission,2.563179037909178,0.0
133,0.2,0.25,stability,6.944924919738268,1.0
133,0.3,0.25,oracle,2.2450269199161585,
133,0.3,0.25,naive,2.0728667789875797,0.0
133,0.3,0.25,fission,2.0785774514203474,1.0
133,0.3,0.25,stability,6.622525464336059,1.0
133,0.4,0.25,oracle,5.292086762348225,
133,0.4,0.25,naive,1.6832424671458286,0.0
133,0.4,0.25,fission,1.741198452136676,0.0
133,0.4,0.25,stability,6.383312526783014,1.0
133,0.5,0.25,oracle,2.733275497019748,
133,0.5,0.25,naive,1.3489795003921632,0.0
133,0.5,0.25,fission,1.3528904979218628,1.0
133,0.5,0.25,stability,6.191094146901953,1.0
133,0.6,0.25,oracle,0.12156565247905375,
133,0.6,0.25,naive,1.0488010254160813,1.0
133,0.6,0.25,fission,1.0488058107586524,0.0
133,0.6,0.25,stability,6.029318873429656,1.0
133,0.7,0.25,oracle,0.8302221103469412,
133,0.7,0.25,naive,0.7706409328151353,0.0
133,0.7,0.25,fission,0.770806043684348,0.0
133,0.7,0.25,stability,5.888971983549831,1.0
133,0.8,0.25,oracle,5.261716941541564,
133,0.8,0.25,naive,0.5066942062715993,0.0
133,0.8,0.25,fission,0.5242375925562142,0.0
133,0.8,0.25,stability,5.764577992445349,1.0
133,0.9,0.25,oracle,1.8977223912648036,
133,0.9,0.25,naive,0.25132269371014837,0.0
133,0.9,0.25,fission,0.25132269371015525,0.0
133,0.9,0.25,stability,5.652551489885042,1.0
134,0.0125,0.25,oracle,3.4243926683958232,
134,0.0125,0.25,naive,4.995410948824748,1.0
134,0.0125,0.25,fission,4.995494115621385,0.0
134,0.0125,0.25,stability,8.815036000078067,1.0
134,0.025,0.25,oracle,1.597565623116579,
134,0.025,0.25,naive,4.482805455209894,1.0
134,0.025,0.25,fission,4.482805455316454,1.0
134,0.025,0.25,stability,8.391122661459386,1.0
134,0.05,0.25,oracle,1.1481326618971288,
134,0.05,0.25,naive,3.919927969080108,1.0
134,0.05,0.25,fission,3.9199341666638303,1.0
134,0.05,0.25,stability,7.942012015311764,1.0
134,0.075,0.25,oracle,1.3175708114580365,
134,0.075,0.25,naive,3.560928683384051,1.0
134,0.075,0.25,fission,3.560974708043814,1.0
134,0.075,0.25,stability,7.6651237885872625,1.0
134,0.1,0.25,oracle,0.5541699719363198,
134,0.1,0.25,naive,3.2897072539029444,1.0
134,0.1,0.25,fission,3.289707338647771,1.0
134,0.1,0.25,stability,7.4616994258432126,1.0
134,0.2,0.25,oracle,0.32843643778680287,
134,0.2,0.25,naive,2.5631031310892007,1.0
134,0.2,0.25,fission,2.568317072931441,1.0
134,0.2,0.25,stability,6.944924919738268,1.0
134,0.3,0.25,oracle,1.2308988015177549,
134,0.3,0.25,naive,2.0728667789875797,1.0
134,0.3,0.25,fission,2.0728740020609004,0.0
134,0.3,0.25,stability,6.622525464336059,1.0
134,0.4,0.25,oracle,2.8958894571298273,
134,0.4,0.25,naive,1.6832424671458284,0.0
134,0.4,0.25,fission,1.6836265604746878,0.0
134,0.4,0.25,stability,6.383312526783014,1.0
134,0.5,0.25,oracle,1.163241642998619,
134,0.5,0.25,naive,1.3489795003921632,1.0
134,0.5,0.25,fission,1.3490406152103027,1.0
134,0.5,0.25,stability,6.191094146901953,1.0
134,0.6,0.25,oracle,1.4179618507529157,
134,0.6,0.25,naive,1.0488010254160813,0.0
134,0.6,0.25,fission,1.0488043822409696,1.0
134,0.6,0.25,stability,6.029318873429656,1.0
134,0.7,0.25,oracle,4.104784558457469,
134,0.7,0.25,naive,0.7706409328151356,0.0
134,0.7,0.25,fission,0.770641021319996,0.0
134,0.7,0.25,stability,5.8889719835498315,1.0
134,0.8,0.25,oracle,1.9132883467585469,
134,0.8,0.25,naive,0.5066942062715993,0.0
134,0.8,0.25,fission,0.5066951024405963,1.0
134,0.8,0.25,stability,5.764577992445349,1.0
134,0.9,0.25,oracle,1.9132883467585469,
134,0.9,0.25,naive,0.25132269371014837,0.0
134,0.9,0.25,fission,0.2513226937101598,0.0
134,0.9,0.25,stability,5.652551489885042,1.0
135,0.0125,0.25,oracle,0.686027240797224,
135,0.0125,0.25,naive,4.995410948824748,1.0
135,0.0125,0.25,fission,4.9954109488251195,1.0
135,0.0125,0.25,stability,8.815036000078067,1.0
135,0.025,0.25,oracle,0.602722090431685,
135,0.025,0.25,naive,4.482805455209894,1.0
135,0.025,0.25,fission,4.482900767467399,1.0
135,0.025,0.25,stability,8.391122661459386,1.0
135,0.05,0.25,oracle,1.3952676994981832,
135,0.05,0.25,naive,3.919927969080108,1.0
135,0.05,0.25,fission,3.919928091627285,1.0
135,0.05,0.25,stability,7.942012015311764,1.0
135,0.075,0.25,oracle,2.071550520824203,
135,0.075,0.25,naive,3.560928683384051,1.0
135,0.075,0.25,fission,3.5609286906508437,0.0
135,0.075,0.25,stability,7.665123788587263,1.0
135,0.1,0.25,oracle,3.4633812594993585,
135,0.1,0.25,naive,3.2897072539029444,0.0
135,0.1,0.25,fission,3.289725231544073,1.0
135,0.1,0.25,stability,7.4616994258432126,1.0
135,0.2,0.25,oracle,2.2660102668151048,
135,0.2,0.25,naive,2.5631031310892007,1.0
135,0.2,0.25,fission,2.5635558807555903,1.0
135,0.2,0.25,stability,6.944924919738268,1.0
135,0.3,0.25,oracle,4.6344288598873895,
135,0.3,0.25,naive,2.0728667789875797,0.0
135,0.3,0.25,fission,2.0728813262706356,0.0
135,0.3,0.25,stability,6.622525464336059,1.0
135,0.4,0.25,oracle,3.4031536414691668,
135,0.4,0.25,naive,1.6832424671458284,0.0
135,0.4,0.25,fission,1.706501408210367,0.0
135,0.4,0.25,stability,6.383312526783014,1.0
135,0.5,0.25,oracle,2.0524447920938953,
135,0.5,0.25,naive,1.3489795003921636,0.0
135,0.5,0.25,fission,1.348979500391679,1.0
135,0.5,0.25,stability,6.191094146901953,1.0
135,0.6,0.25,oracle,2.533469355373782,
135,0.6,0.25,naive,1.0488010254160813,0.0
135,0.6,0.25,fission,1.0488010254313254,1.0
135,0.6,0.25,stability,6.029318873429656,1.0
135,0.7,0.25,oracle,2.4481015576481107,
135,0.7,0.25,naive,0.7706409328151356,0.0
135,0.7,0.25,fission,0.7706410728483847,0.0
135,0.7,0.25,stability,5.888971983549831,1.0
135,0.8,0.25,oracle,1.4831741360783455,
135,0.8,0.25,naive,0.5066942062715993,0.0
135,0.8,0.25,fission,0.5067011825939617,1.0
135,0.8,0.25,stability,5.764577992445349,1.0
135,0.9,0.25,oracle,2.810875556481079,
135,0.9,0.25,naive,0.2513226937101485,0.0
135,0.9,0.25,fission,0.2513228008250441,0.0
135,0.9,0.25,stability,5.652551489885042,1.0
136,0.0125,0.25,oracle,1.1118111061897775,
136,0.0125,0.25,naive,4.995410948824748,1.0
136,0.0125,0.25,fission,4.996770520976073,1.0
136,0.0125,0.25,stability,8.815036000078067,1.0
136,0.025,0.25,oracle,0.3467883090850185,
136,0.025,0.25,naive,4.482805455209894,1.0
136,0.025,0.25,fission,4.482821853838278,1.0
136,0.025,0.25,stability,8.391122661459386,1.0
136,0.05,0.25,oracle,0.7362042569552198,
136,0.05,0.25,naive,3.919927969080108,1.0
136,0.05,0.25,fission,3.919928020090257,1.0
136,0.05,0.25,stability,7.942012015311764,1.0
136,0.075,0.25,oracle,1.744442466370762,
136,0.075,0.25,naive,3.560928683384051,1.0
136,0.075,0.25,fission,3.5609286834756064,1.0
136,0.075,0.25,stability,7.665123788587264,1.0
136,0.1,0.25,oracle,2.346048211448654,
136,0.1,0.25,naive,3.289707253902945,1.0
136,0.1,0.25,fission,3.334802489096826,1.0
136,0.1,0.25,stability,7.4616994258432126,1.0
136,0.2,0.25,oracle,4.863302481827248,
136,0.2,0.25,naive,2.5631031310892007,0.0
136,0.2,0.25,fission,2.563103131110055,0.0
136,0.2,0.25,stability,6.944924919738268,1.0
136,0.3,0.25,oracle,2.8546876049710814,
136,0.3,0.25,naive,2.0728667789875797,0.0
136,0.3,0.25,fission,2.0728701443105737,1.0
136,0.3,0.25,stability,6.622525464336059,1.0
136,0.4,0.25,oracle,0.184861611322059,
136,0.4,0.25,naive,1.6832424671458286,1.0
136,0.4,0.25,fission,1.683242472800138,1.0
136,0.4,0.25,stability,6.383312526783014,1.0
136,0.5,0.25,oracle,4.863302481827248,
136,0.5,0.25,naive,1.3489795003921632,0.0
136,0.5,0.25,fission,1.3632165857524687,0.0
136,0.5,0.25,stability,6.191094146901953,1.0
136,0.6,0.25,oracle,1.7760510268044771,
136,0.6,0.25,naive,1.0488010254160813,0.0
136,0.6,0.25,fission,1.0488335311446173,1.0
136,0.6,0.25,stability,6.029318873429656,1.0
136,0.7,0.25,oracle,0.055322079618703196,
136,0.7,0.25,naive,0.7706409328151355,1.0
136,0.7,0.25,fission,0.7706409328152658,0.0
136,0.7,0.25,stability,5.888971983549831,1.0
136,0.8,0.25,oracle,0.33720662916594857,
136,0.8,0.25,naive,0.5066942062715994,1.0
136,0.8,0.25,fission,0.5066942672853343,0.0
136,0.8,0.25,stability,5.764577992445349,1.0
136,0.9,0.25,oracle,1.4844366514591403,
136,0.9,0.25,naive,0.25132269371014826,0.0
136,0.9,0.25,fission,0.25132269375234495,0.0
136,0.9,0.25,stability,5.652551489885042,1.0
137,0.0125,0.25,oracle,1.3710540590396565,
137,0.0125,0.25,naive,4.995410948824748,1.0
137,0.0125,0.25,fission,5.013356479872506,1.0
137,0.0125,0.25,stability,8.815036000078067,1.0
137,0.025,0.25,oracle,0.9065802664402713,
137,0.025,0.25,naive,4.482805455209894,1.0
137,0.025,0.25,fission,4.5145501773373375,1.0
137,0.025,0.25,stability,8.391122661459386,1.0
137,0.05,0.25,oracle,4.317631860438014,
137,0.05,0.25,naive,3.9199279690801085,0.0
137,0.05,0.25,fission,3.922318933403067,1.0
137,0.05,0.25,stability,7.942012015311764,1.0
137,0.075,0.25,oracle,4.027247410290699,
137,0.075,0.25,naive,3.560928683384051,0.0
137,0.075,0.25,fission,3.5609310757554526,1.0
137,0.075,0.25,stability,7.665123788587263,1.0
137,0.1,0.25,oracle,3.561728087284572,
137,0.1,0.25,naive,3.289707253902944,0.0
137,0.1,0.25,fission,3.297837245396195,1.0
137,0.1,0.25,stability,7.4616994258432126,1.0
137,0.2,0.25,oracle,4.457451900247237,
137,0.2,0.25,naive,2.5631031310892007,0.0
137,0.2,0.25,fission,2.5710122996206093,0.0
137,0.2,0.25,stability,6.944924919738268,1.0
137,0.3,0.25,oracle,3.561728087284572,
137,0.3,0.25,naive,2.0728667789875797,0.0
137,0.3,0.25,fission,2.1045748432568483,1.0
137,0.3,0.25,stability,6.622525464336059,1.0
137,0.4,0.25,oracle,1.74340073514055,
137,0.4,0.25,naive,1.6832424671458286,0.0
137,0.4,0.25,fission,1.6832427539364851,1.0
137,0.4,0.25,stability,6.383312526783014,1.0
137,0.5,0.25,oracle,0.7562102652235643,
137,0.5,0.25,naive,1.3489795003921632,1.0
137,0.5,0.25,fission,1.349126744962355,1.0
137,0.5,0.25,stability,6.191094146901953,1.0
137,0.6,0.25,oracle,4.317631860438014,
137,0.6,0.25,naive,1.0488010254160816,0.0
137,0.6,0.25,fission,1.0488010254163105,0.0
137,0.6,0.25,stability,6.029318873429656,1.0
137,0.7,0.25,oracle,3.244218799926424,
137,0.7,0.25,naive,0.7706409328151356,0.0
137,0.7,0.25,fission,0.8038078931019431,0.0
137,0.7,0.25,stability,5.8889719835498315,1.0
137,0.8,0.25,oracle,0.47715055625927705,
137,0.8,0.25,naive,0.5066942062715994,1.0
137,0.8,0.25,fission,0.5066942554859699,0.0
137,0.8,0.25,stability,5.764577992445349,1.0
137,0.9,0.25,oracle,2.22411050598844,
137,0.9,0.25,naive,0.25132269371014837,0.0
137,0.9,0.25,fission,0.2513226937106643,0.0
137,0.9,0.25,stability,5.652551489885042,1.0
138,0.0125,0.25,oracle,1.1095056556903848,
138,0.0125,0.25,naive,4.995410948824748,1.0
138,0.0125,0.25,fission,4.999281130188528,1.0
138,0.0125,0.25,stability,8.815036000078067,1.0
138,0.025,0.25,oracle,1.4003792389865117,
138,0.025,0.25,naive,4.482805455209894,1.0
138,0.025,0.25,fission,4.482915799416065,1.0
138,0.025,0.25,stability,8.391122661459386,1.0
138,0.05,0.25,oracle,0.8175574746485841,
138,0.05,0.25,naive,3.919927969080108,1.0
138,0.05,0.25,fission,3.919930684215016,1.0
138,0.05,0.25,stability,7.942012015311764,1.0
138,0.075,0.25,oracle,1.2987179420213613,
138,0.075,0.25,naive,3.560928683384051,1.0
138,0.075,0.25,fission,3.562669005555272,1.0
138,0.075,0.25,stability,7.665123788587263,1.0
138,0.1,0.25,oracle,1.9072351669338863,
138,0.1,0.25,naive,3.289707253902944,1.0
138,0.1,0.25,fission,3.2903472907256788,0.0
138,0.1,0.25,stability,7.4616994258432126,1.0
138,0.2,0.25,oracle,1.600581092606171,
138,0.2,0.25,naive,2.5631031310892007,1.0
138,0.2,0.25,fission,2.5631078702256493,1.0
138,0.2,0.25,stability,6.944924919738268,1.0
138,0.3,0.25,oracle,2.0796014047169504,
138,0.3,0.25,naive,2.0728667789875797,0.0
138,0.3,0.25,fission,2.0728674706438115,0.0
138,0.3,0.25,stability,6.622525464336059,1.0
138,0.4,0.25,oracle,0.5850574393959724,
138,0.4,0.25,naive,1.6832424671458286,1.0
138,0.4,0.25,fission,1.6832437918550491,1.0
138,0.4,0.25,stability,6.383312526783014,1.0
138,0.5,0.25,oracle,0.9416255941670334,
138,0.5,0.25,naive,1.3489795003921634,1.0
138,0.5,0.25,fission,1.348979500392924,1.0
138,0.5,0.25,stability,6.191094146901953,1.0
138,0.6,0.25,oracle,1.8402649003254923,
138,0.6,0.25,naive,1.0488010254160813,0.0
138,0.6,0.25,fission,1.0488010952938038,0.0
138,0.6,0.25,stability,6.029318873429656,1.0
138,0.7,0.25,oracle,0.7235264344805,
138,0.7,0.25,naive,0.7706409328151355,1.0
138,0.7,0.25,fission,0.7706485181512247,0.0
138,0.7,0.25,stability,5.888971983549831,1.0
138,0.8,0.25,oracle,3.858768622679127,
138,0.8,0.25,naive,0.5066942062715996,0.0
138,0.8,0.25,fission,0.5077464088955185,0.0
138,0.8,0.25,stability,5.764577992445349,1.0
138,0.9,0.25,oracle,1.4941015066053716,
138,0.9,0.25,naive,0.25132269371014826,0.0
138,0.9,0.25,fission,0.25132588236347686,1.0
138,0.9,0.25,stability,5.652551489885042,1.0
139,0.0125,0.25,oracle,0.9931182753563412,
139,0.0125,0.25,naive,4.995410948824748,1.0
139,0.0125,0.25,fission,4.995789365764976,1.0
139,0.0125,0.25,stability,8.815036000078067,1.0
139,0.025,0.25,oracle,2.836066155958518,
139,0.025,0.25,naive,4.482805455209894,1.0
139,0.025,0.25,fission,4.499043663899583,1.0
139,0.025,0.25,stability,8.391122661459386,1.0
139,0.05,0.25,oracle,2.7916806220991974,
139,0.05,0.25,naive,3.919927969080108,1.0
139,0.05,0.25,fission,3.9199279858454315,0.0
139,0.05,0.25,stability,7.942012015311764,1.0
139,0.075,0.25,oracle,4.010162857268505,
139,0.075,0.25,naive,3.560928683384051,0.0
139,0.075,0.25,fission,3.5620150229936867,1.0
139,0.075,0.25,stability,7.665123788587263,1.0
139,0.1,0.25,oracle,4.010162857268505,
139,0.1,0.25,naive,3.289707253902944,0.0
139,0.1,0.25,fission,3.2897072601866673,1.0
139,0.1,0.25,stability,7.4616994258432126,1.0
139,0.2,0.25,oracle,2.8143808500752536,
139,0.2,0.25,naive,2.5631031310892007,0.0
139,0.2,0.25,fission,2.5631031310904624,1.0
139,0.2,0.25,stability,6.944924919738268,1.0
139,0.3,0.25,oracle,2.657614589685171,
139,0.3,0.25,naive,2.0728667789875797,0.0
139,0.3,0.25,fission,2.073363524628384,1.0
139,0.3,0.25,stability,6.622525464336059,1.0
139,0.4,0.25,oracle,0.9931182753563412,
139,0.4,0.25,naive,1.6832424671458286,1.0
139,0.4,0.25,fission,1.6832424964411667,1.0
139,0.4,0.25,stability,6.383312526783014,1.0
139,0.5,0.25,oracle,1.8331000631013927,
139,0.5,0.25,naive,1.3489795003921634,0.0
139,0.5,0.25,fission,1.3489795003922829,1.0
139,0.5,0.25,stability,6.191094146901953,1.0
139,0.6,0.25,oracle,0.3554620901381625,
139,0.6,0.25,naive,1.0488010254160813,1.0
139,0.6,0.25,fission,1.0488097348315852,0.0
139,0.6,0.25,stability,6.029318873429656,1.0
139,0.7,0.25,oracle,2.836066155958518,
139,0.7,0.25,naive,0.7706409328151356,0.0
139,0.7,0.25,fission,0.7780923169033651,0.0
139,0.7,0.25,stability,5.8889719835498315,1.0
139,0.8,0.25,oracle,0.2646346887761683,
139,0.8,0.25,naive,0.5066942062715994,1.0
139,0.8,0.25,fission,0.5066942069900867,0.0
139,0.8,0.25,stability,5.764577992445349,1.0
139,0.9,0.25,oracle,2.836066155958518,
139,0.9,0.25,naive,0.2513226937101485,0.0
139,0.9,0.25,fission,0.25132269697642373,0.0
139,0.9,0.25,stability,5.652551489885042,1.0
140,0.0125,0.25,oracle,0.9460233063612774,
140,0.0125,0.25,naive,4.995410948824748,1.0
140,0.0125,0.25,fission,4.995623980845295,1.0
140,0.0125,0.25,stability,8.815036000078067,1.0
140,0.025,0.25,oracle,0.21976725928607588,
140,0.025,0.25,naive,4.482805455209894,1.0
140,0.025,0.25,fission,4.48322796716397,1.0
140,0.025,0.25,stability,8.391122661459386,1.0
140,0.05,0.25,oracle,1.8647046925340172,
140,0.05,0.25,naive,3.919927969080108,1.0
140,0.05,0.25,fission,3.9497956633124383,1.0
140,0.05,0.25,stability,7.942012015311764,1.0
140,0.075,0.25,oracle,1.2851190676583677,
140,0.075,0.25,naive,3.560928683384051,1.0
140,0.075,0.25,fission,3.560934738993262,1.0
140,0.075,0.25,stability,7.6651237885872625,1.0
140,0.1,0.25,oracle,0.2316545108830959,
140,0.1,0.25,naive,3.2897072539029444,1.0
140,0.1,0.25,fission,3.2899404851890135,1.0
140,0.1,0.25,stability,7.4616994258432126,1.0
140,0.2,0.25,oracle,2.565310572928741,
140,0.2,0.25,naive,2.5631031310892007,0.0
140,0.2,0.25,fission,2.5715348161043363,1.0
140,0.2,0.25,stability,6.944924919738268,1.0
140,0.3,0.25,oracle,3.7668392234452965,
140,0.3,0.25,naive,2.0728667789875797,0.0
140,0.3,0.25,fission,2.0729108581457165,0.0
140,0.3,0.25,stability,6.622525464336059,1.0
140,0.4,0.25,oracle,2.946091494733291,
140,0.4,0.25,naive,1.6832424671458286,0.0
140,0.4,0.25,fission,1.6868839259580197,1.0
140,0.4,0.25,stability,6.383312526783014,1.0
140,0.5,0.25,oracle,1.8647046925340172,
140,0.5,0.25,naive,1.3489795003921634,0.0
140,0.5,0.25,fission,1.3503666738189528,1.0
140,0.5,0.25,stability,6.191094146901953,1.0
140,0.6,0.25,oracle,3.6013397881739633,
140,0.6,0.25,naive,1.0488010254160813,0.0
140,0.6,0.25,fission,1.0525777863285728,0.0
140,0.6,0.25,stability,6.029318873429656,1.0
140,0.7,0.25,oracle,2.094224467685452,
140,0.7,0.25,naive,0.7706409328151356,0.0
140,0.7,0.25,fission,0.770742636334778,1.0
140,0.7,0.25,stability,5.888971983549831,1.0
140,0.8,0.25,oracle,1.9471770221435998,
140,0.8,0.25,naive,0.5066942062715993,0.0
140,0.8,0.25,fission,0.5066942122393308,1.0
140,0.8,0.25,stability,5.764577992445349,1.0
140,0.9,0.25,oracle,1.8216826547887082,
140,0.9,0.25,naive,0.25132269371014837,0.0
140,0.9,0.25,fission,0.2513227015283064,0.0
140,0.9,0.25,stability,5.652551489885042,1.0
141,0.0125,0.25,oracle,0.3612307947603197,
141,0.0125,0.25,naive,4.995410948824748,1.0
141,0.0125,0.25,fission,4.996366121199785,1.0
141,0.0125,0.25,stability,8.815036000078067,1.0
141,0.025,0.25,oracle,3.31764081226037,
141,0.025,0.25,naive,4.482805455209894,1.0
141,0.025,0.25,fission,5.515037759065073,1.0
141,0.025,0.25,stability,8.391122661459386,1.0
141,0.05,0.25,oracle,0.661527628303169,
141,0.05,0.25,naive,3.919927969080108,1.0
141,0.05,0.25,fission,3.9199370340139463,1.0
141,0.05,0.25,stability,7.942012015311764,1.0
141,0.1,0.25,oracle,3.0148795682409677,
141,0.1,0.25,naive,3.289707253902945,1.0
141,0.1,0.25,fission,3.289707282711565,1.0
141,0.1,0.25,stability,7.4616994258432126,1.0
141,0.2,0.25,oracle,1.8348633408678445,
141,0.2,0.25,naive,2.5631031310892007,1.0
141,0.2,0.25,fission,2.5671375480053955,1.0
141,0.2,0.25,stability,6.944924919738268,1.0
141,0.3,0.25,oracle,0.661527628303169,
141,0.3,0.25,naive,2.0728667789875797,1.0
141,0.3,0.25,fission,2.07286677898758,1.0
141,0.3,0.25,stability,6.622525464336059,1.0
141,0.4,0.25,oracle,0.49725984045696553,
141,0.4,0.25,naive,1.6832424671458286,1.0
141,0.4,0.25,fission,1.683242467146452,1.0
141,0.4,0.25,stability,6.383312526783014,1.0
141,0.5,0.25,oracle,1.2767055232700202,
141,0.5,0.25,naive,1.3489795003921634,1.0
141,0.5,0.25,fission,1.350218644106953,1.0
141,0.5,0.25,stability,6.191094146901953,1.0
141,0.6,0.25,oracle,0.4600246145473066,
141,0.6,0.25,naive,1.0488010254160813,1.0
141,0.6,0.25,fission,1.0488010254160904,0.0
141,0.6,0.25,stability,6.029318873429656,1.0
141,0.7,0.25,oracle,3.032753346574261,
141,0.7,0.25,naive,0.7706409328151356,0.0
141,0.7,0.25,fission,0.7716387097336915,0.0
141,0.7,0.25,stability,5.888971983549831,1.0
141,0.8,0.25,oracle,2.162066420891723,
141,0.8,0.25,naive,0.5066942062715993,0.0
141,0.8,0.25,fission,0.5068052277837098,0.0
141,0.8,0.25,stability,5.764577992445349,1.0
141,0.9,0.25,oracle,1.21263195683122,
141,0.9,0.25,naive,0.25132269371014826,0.0
141,0.9,0.25,fission,0.25132269371014404,0.0
141,0.9,0.25,stability,5.652551489885042,1.0
142,0.0125,0.25,oracle,1.0579198400888754,
142,0.0125,0.25,naive,4.995410948824748,1.0
142,0.0125,0.25,fission,4.996459739560995,1.0
142,0.0125,0.25,stability,8.815036000078067,1.0
142,0.025,0.25,oracle,3.984588856481953,
142,0.025,0.25,naive,4.482805455209894,1.0
142,0.025,0.25,fission,4.72883502003061,1.0
142,0.025,0.25,stability,8.391122661459386,1.0
142,0.05,0.25,oracle,0.91360061481252,
142,0.05,0.25,naive,3.919927969080108,1.0
142,0.05,0.25,fission,3.9201008159914568,1.0
142,0.05,0.25,stability,7.942012015311764,1.0
142,0.075,0.25,oracle,2.7641605693357927,
142,0.075,0.25,naive,3.560928683384051,1.0
142,0.075,0.25,fission,3.6119395288519422,1.0
142,0.075,0.25,stability,7.665123788587263,1.0
142,0.1,0.25,oracle,2.97271490876697,
142,0.1,0.25,naive,3.289707253902944,1.0
142,0.1,0.25,fission,3.2897072539607786,0.0
142,0.1,0.25,stability,7.4616994258432126,1.0
142,0.2,0.25,oracle,0.7583917965272912,
142,0.2,0.25,naive,2.5631031310892007,1.0
142,0.2,0.25,fission,2.566018071759209,1.0
142,0.2,0.25,stability,6.944924919738268,1.0
